唐山永和医药连锁有限公司唐坊店,地址：河北省唐山市丰南区唐坊镇唐坊村村东,电话：0315-8188824,
唐山永和医药连锁有限公司万力店,地址：河北省唐山市丰南区青年路与国丰大街交汇处,电话：0315-8188823,
唐山永和医药连锁有限公司商厦店,地址：河北省唐山市丰南区文化大街138号（丰南商厦一层南入口处）,电话：0315-8188827,
唐山永和医药连锁有限公司益康店,地址：河北省唐山市丰南区文化大街220号,电话：0315-8188805,
唐山永和医药连锁有限公司鑫源店,地址：河北省唐山市丰南区建设路40号,电话：0315-8188806,
唐山永和医药连锁有限公司惠丰商场店,地址：河北省唐山市丰南区汇通路137号,电话：0315-8188801,
唐山永和医药连锁有限公司松龄店,地址：河北省唐山市丰南区教育街68号,电话：0315-8188807,
唐山永和医药连锁有限公司和畅店,地址：河北省唐山市丰南区青年路银丰批发市场1号商业楼293-1-0005,电话：0315-8188804,
唐山永和医药连锁有限公司利康店,地址：河北省唐山市丰南区青年路104号,电话：0315-8188836,
唐山永和医药连锁有限公司惠丰店,地址：河北省唐山市丰南区新华路40号,电话：0315-8188802,
唐山永和医药连锁有限公司河头店,地址：河北省唐山市丰南区水景花苑底商182号,电话：0315-8188826,
唐山永和医药连锁有限公司明珠店,地址：河北省唐山市丰南区荣大B座,电话：0315-8209648,
加一堂崇礼县裕兴店,地址：河北省张家口市崇礼县西湾子镇南新街,电话：400-883-5030 ,
加一堂崇礼县长青店,地址：河北省张家口市崇礼县西湾子镇长青街1幢,电话：400-883-5030 ,
加一堂西马道店,地址：河北省张家口市宣化区西马道34号,电话：400-883-5030 ,
加一堂永安店,地址：河北省张家口市宣化县赵川镇赵川村永安街南门口,电话：400-883-5030 ,
加一堂桥南店,地址：河北省张家口市宣化区地道桥南6号院1号楼,电话：400-883-5030 ,
加一堂南关桥店,地址：河北省张家口市宣化区地道桥南8号底商,电话：400-883-5030 ,
加一堂轩辕店,地址：河北省张家口市涿鹿县涿鹿镇轩辕路原地税局底商西1号,电话：400-883-5030 ,
加一堂广安店,地址：河北省张家口市宣化区中山大街英格索兰小区3号楼,电话：400-883-5030 ,
加一堂西街店,地址：河北省张家口市宣化区钟楼大街22号院1号楼106号商铺,电话：400-883-5030 ,
加一堂崇礼县建行店,地址：河北省张家口市崇礼县西湾子镇长青路建行街口,电话：400-883-5030 ,
加一堂人民北街店,地址：河北省张家口市涿鹿县人民北街路东32号,电话：400-883-5030 ,
加一堂新园店,地址：河北省张家口市下花园区市场街东侧,电话：400-883-5030 ,
加一堂顺城街店,地址：河北省张家口市宣化区顺城街盛发蔬菜水产市场南２区８号,电话：400-883-5030 ,
加一堂园中园店,地址：河北省张家口市宣化区南关桥西４号,电话：400-883-5030 ,
加一堂东城店,地址：河北省张家口市宣化区东升路104号,电话：400-883-5030 ,
加一堂长宁店,地址：河北省张家口市宣化区宣府大街１３３ 号长宁小区,电话：400-883-5030 ,
加一堂炸子市街店,地址：河北省张家口市宣化区炸子市街１１号院,电话：400-883-5030 ,
加一堂小东门店,地址：河北省张家口市宣化区东城墙北路甲３号院７号楼１单元101室,电话：400-883-5030 ,
加一堂总店,地址：河北省张家口市宣化区西城前街1号,电话：400-883-5030 ,
加一堂佳苑店,地址：河北省张家口市宣化区宣府大街160号院5号楼3号底商,电话：400-883-5030 ,
加一堂南苑店,地址：河北省张家口市宣化区地道桥南２号院,电话：400-883-5030 ,
加一堂观桥店,地址：河北省张家口市宣化区观桥西街1号院,电话：400-883-5030,
加一堂新开路店,地址：河北省张家口市宣化区玉皇庙街１６号楼转角底商１号底商,电话：400-883-5030 ,
加一堂和平街店,地址：河北省张家口市宣化区和平街７号楼,电话：400-883-5030 ,
加一堂西城店,地址：河北省张家口市宣化区西城前街２号,电话：400-883-5030 ,
加一堂支家桥店,地址：河北省张家口市宣化区支家桥６号,电话：400-883-5030 ,
加一堂建国街店,地址：河北省张家口市宣化区建国街７号院３号楼１－２号底商,电话：400-883-5030 ,
河北仁泰医药连锁有限公司邯郸天鸿店,地址：河北省邯郸市丛台区天鸿广场北侧1、2号门市,电话：0310-4060111,
河北仁泰医药连锁有限公司邯郸向阳路店,地址：河北省邯郸市向阳路26号,电话：0310-8908366 ,
河北仁泰医药连锁有限公司永年名园店,地址：河北省邯郸市永年县支农路路北洺园小区对过,电话：0310-4060111,
河北仁泰医药连锁有限公司邯郸站北店,地址：河北省邯郸市丛台区浴新北大街16号,电话：0310-8278066,
河北仁泰医药连锁有限公司永年健康街店,地址：河北省邯郸市永年县洺关镇健康街西段路南,电话：0310-6810026,
河北仁泰医药连锁有限公司永年瑞泰大药房,地址：河北省邯郸市永年县新洺路苗庄路口,电话：0310-4060111,
河北仁泰医药连锁有限公司峰峰矿区滏临大街店,地址：河北省邯郸市峰峰矿区交运局院1-0-10号门市,电话：0310-5335126,
河北仁泰医药连锁有限公司临漳万民药店,地址：河北省邯郸市临漳县铜雀大街东段,电话：0310-4060111,
河北仁泰医药连锁有限公司峰峰矿区太中路店,地址：河北省邯郸市峰峰矿区实验小学大门西10米处,电话：0310-5161287,
河北仁泰医药连锁有限公司磁县分公司,地址：河北省邯郸市磁县建设路东段路南1栋4号,电话：0310-8324665,
河北仁泰医药连锁有限公司峰峰矿区跃进路南店,地址：河北省邯郸市峰峰矿区跃进南路十三中学宿舍楼下,电话：0310-5013618,
河北仁泰医药连锁有限公司邯郸滏漳路店,地址：河北省邯郸市滏漳路127号,电话：0310-8050510,
河北仁泰医药连锁有限公司峰峰矿区鼓山北街南店,地址：河北省邯郸市峰峰矿区峰峰镇鼓山北街8号,电话：0310-5311853,
河北仁泰医药连锁有限公司邯郸明珠店,地址：河北省邯郸市陵园路东段县交通局楼下,电话：0310-8508018,
河北仁泰医药连锁有限公司邯郸和平东店,地址：河北省邯郸市邯山区和平东路387#桃园小区1-4#,电话：0310-8037050,
河北仁泰医药连锁有限公司峰峰矿区滏阳东路店,地址：河北省邯郸市峰峰矿区滏阳东路62号万家福超市大门东侧,电话：0310-5311828,
河北仁泰医药连锁有限公司邯郸陵园路仁义店,地址：河北省邯郸市邯山区陵园路463号门市,电话：0310-4060111,
河北仁泰医药连锁有限公司邯郸和平路杰仁堂店,地址：河北省邯郸市邯山区中华南大街275号新开源农贸市场,电话：0310-8019778,
河北仁泰医药连锁有限公司峰峰矿区鼓山北街北店,地址：河北省邯郸市峰峰矿区峰峰镇鼓山北街电信局北侧,电话：0310-5317758,
河北仁泰医药连锁有限公司邯郸雪驰路店,地址：河北省邯郸市邯山区雪驰路58号4号门市,电话：0310-4084518,
河北仁泰医药连锁有限公司峰峰矿区太北市场店,地址：河北省邯郸市峰峰镇新新一街河北水文地质队生活区,电话：0310-5315678,
河北仁泰医药连锁有限公司峰峰店,地址：河北省邯郸市峰峰矿区滏临大街7号,电话：0310-5118835 51188,
河北仁泰医药连锁有限公司邯郸贸东店,地址：河北省邯郸市邯山区贸易街113号院2号门市,电话：0310-8500118,
河北仁泰医药连锁有限公司邯郸黎明街店,地址：河北省邯郸市黎明街L-9号,电话：0310-3105285,
河北仁泰医药连锁有限公司邯郸农林路店,地址：河北省邯郸市农林路鸿运园21号,电话：0310-3039976,
河北仁泰医药连锁有限公司邯郸水院北路店,地址：河北省邯郸市水院北路21号院12号门市,电话：0310-8505655,
河北仁泰医药连锁有限公司邯郸陵园路店,地址：河北省邯郸市复兴区建设大街343号,电话：0310-4188509,
河北仁泰医药连锁有限公司邯郸复兴店,地址：河北省邯郸市复兴路158号,电话：0310-4049988,
河北仁泰医药连锁有限公司邯郸乐仁店,地址：河北省邯郸市邯山区水厂路155号,电话：0310-6038969,
河北仁泰医药连锁有限公司邯郸陵西南店,地址：河北省邯郸市陵西南大街甲71号,电话：0310-3031818 ,
河北仁泰医药连锁有限公司邯郸青年路店,地址：河北省邯郸市丛台区青年路南窦庄小区1号楼1号门市,电话：0310-3191789,
河北仁泰医药连锁有限公司邯郸幸福路店,地址：河北省邯郸市望岭西路17号,电话：0310-3239672,
河北仁泰医药连锁有限公司邯郸水厂西店,地址：河北省邯郸市水厂路15号,电话：0310-8117788,
河北仁泰医药连锁有限公司邯郸陶二店,地址：河北省邯郸市复兴区林村西路73号,电话：0310-4060111,
河北仁泰医药连锁有限公司邯郸幸福路南店,地址：河北省邯郸市丛台区丛台西路祥丰大厦一层,电话：0310-8538058,
河北仁泰医药连锁有限公司邯郸医药城分公司,地址：河北省邯郸市丛台路5号,电话：0310-3038885,
河北仁泰医药连锁有限公司邯郸贸易路店,地址：河北省邯郸市贸易街97号,电话：0310-3127589,
河北仁泰医药连锁有限公司邯郸铁路大院店,地址：河北省邯郸市铁路大院青年街5号,电话：0310-4039908,
河北仁泰医药连锁有限公司邯郸北仓路店,地址：河北省邯郸市丛台区北仓路225号,电话：0310-8538008,
河北仁泰医药连锁有限公司邯郸光明路店,地址：河北省邯郸市邯山区居安街1号,电话：0301-6017806,
河北仁泰医药连锁有限公司邯郸学院路东店,地址：河北省邯郸市丛台区光明北大街86号3号楼一层,电话：0310-6017806,
河北仁泰医药连锁有限公司邯郸庞村店,地址：河北省邯郸市复兴区制氧机路28号,电话：0310-7875269,
河北仁泰医药连锁有限公司邯郸联纺路店,地址：河北省邯郸市联纺路119队25号楼一层,电话：0310-7117005,
河北仁泰医药连锁有限公司邯郸丛台路店,地址：河北省邯郸市丛台区丛台路十八所北门东侧二单元4号,电话：0310-3150896,
河北仁泰医药连锁有限公司邯郸农林路东店,地址：河北省邯郸市农林路61号院大楼东侧临街门市,电话：0310-3098816,
河北仁泰医药连锁有限公司邯郸王郞村店,地址：河北省邯郸市复兴路48号,电话：0310-8907995,
河北仁泰医药连锁有限公司邯郸中华北店,地址：河北省邯郸市丛台区中华北大街588号中华大厦一层5号,电话：0310-8538068,
河北仁泰医药连锁有限公司邯郸望岭路店,地址：河北省邯郸市望岭路邯印家属院内33号楼底层3号商业门市,电话：0310-3222369,
河北仁泰医药连锁有限公司邯郸学院北路店,地址：河北省邯郸市邯山区学院北路万德阁一层门市东数第一间,电话：0310-6069098,
河北仁泰医药连锁有限公司邯郸铁西店,地址：河北省邯郸市复兴区铁西大街11号,电话：0310-4048866,
河北仁泰医药连锁有限公司邯郸友谊店,地址：河北省邯郸市经济开发区友谊路万浩枫景小区5号楼13号门市,电话：0310-2060228,
河北仁泰医药连锁有限公司邯郸和平路店,地址：河北省邯郸市和平路269号,电话：0310-3030885,
河北仁泰医药连锁有限公司邯郸浴新大街店,地址：河北省邯郸市农林路农机小区7号楼底层1号,电话：0310-3138332,
河北仁泰医药连锁有限公司邯郸学军路店,地址：河北省邯郸市岭南路23号,电话：0310-4080805,
河北仁泰医药连锁有限公司邯郸展览路店,地址：河北省邯郸市丛台区东庄文明街8号一排一号,电话：0310-4060111,
河北仁泰医药连锁有限公司邯郸陵西路店,地址：河北省邯郸市陵西大街沁园小区11号楼430号,电话：0310-3239688,
河北仁泰医药连锁有限公司邯郸前进大街店,地址：河北省邯郸市复兴区人民西路409号兴隆商务公寓A座101,电话：0310-4185656,
河北仁泰医药连锁有限公司邯郸龙湖店,地址：河北省邯郸市丛台路春厂新村1号楼5号、6号门市,电话：0310-3068958,
河北仁泰医药连锁有限公司邯郸苏曹店,地址：河北省邯郸市市电厂街4号,电话：0310-7104885,
河北仁泰医药连锁有限公司邯郸朝阳路店,地址：河北省邯郸市曙光路底商住宅楼2号,电话：0310-3205879,
河北仁泰医药连锁有限公司邯郸滏东大街店,地址：河北省邯郸市和平路448号,电话：0310-3060116,
唐山市迁西县太平寨镇回春大药房,地址：河北省唐山市迁西县太平寨南街,电话：0315-5728261,
德仁堂大药店青年路店,地址：河北省廊坊市香河县青年路3号,电话：0316-8391847,
德仁堂大药房NO0130店,地址：河北省张家口市桥西区西坝岗路21号,电话：无,
德仁堂大药房京西江南店,地址：河北省张家口市宣化区钟楼大街中段,电话：无,
德仁堂大药房元氏县店,地址：河北省石家庄市元氏县S033附近,电话：0311-84636622,
德仁堂大药房邱柳线店,地址：河北省唐山市丰润区邱柳线(丰润区左家坞镇左家坞村卫生所西北),电话：0315-5288660,
德仁堂大药房解放街店,地址：河北省张家口市桥东区解放路附近,电话：无,
德仁堂大药房NO70店,地址：河北省张家口市桥东区胜利北路21-3号,电话：无,
德仁堂大药房府街庭院店,地址：河北省张家口市桥东区永兴大街附近,电话：0313-2061680,
德仁堂大药房新营坊店,地址：河北省张家口市桥西区新营坊小区西侧,电话：无,
德仁堂大药房水岸丽城店,地址：河北省张家口市桥西区南茶坊街附近,电话：无,
德仁堂大药房时代广场店,地址：河北省张家口市桥东区时代广场小区15-22号,电话：无,
德仁堂大药房土尔沟店,地址：河北省张家口市桥东区建国路49号,电话：无,
德仁堂大药房新合街店,地址：河北省石家庄市新华区新合街2号,电话：0311-89602305,
德仁堂大药房菜园街店,地址：河北省张家口市桥东区钻石北路13-1号,电话：0313-2262671,
德仁堂大药房和兴堂店,地址：河北省张家口市桥西区西坝岗路102-2号,电话：无,
德仁堂大药房盛华大街店,地址：河北省张家口市桥东区纬后路附近,电话：无,
德仁堂五一路店,地址：河北省张家口市桥东区胜利北路12-2号,电话：无,
德仁堂大药房西坝岗店,地址：河北省张家口市桥西区西坝岗路附近,电话：无,
德仁堂商务街店,地址：河北省张家口市桥东区花园路与商务北横街交汇,电话：0313-2061680,
德仁堂工人村新店,地址：河北省张家口市桥东区工人村南路附近,电话：无,
德仁堂义圣宫店,地址：河北省张家口市宣化区玉皇庙街附近,电话：无,
抚宁县康乐医药有限公司牛头崖店,地址：河北省秦皇岛市抚宁县牛头崖镇牛头崖村,电话：0335-6055169,
抚宁县康乐医药有限公司南戴河店,地址：河北省秦皇岛市抚宁县南戴河旅游度假区富强里小区,电话：0335-4056933,
抚宁县康乐医药有限公司北商业街店,地址：河北省秦皇岛市抚宁县抚宁镇北商业街东段路北,电话：0335-6016619,
抚宁县康乐医药有限公司东街店,地址：河北省秦皇岛市抚宁县抚宁镇东街71号,电话：0335-6022685,
抚宁县康乐医药有限公司南戴河新开路店,地址：河北省秦皇岛市抚宁县南戴河旅游度假区新开路滨海花园17-34号商铺,电话：0335-4053183,
抚宁县康乐医药有限公司骊城大街店,地址：河北省秦皇岛市抚宁县抚宁镇骊城大街路北,电话：0335-6683448,
抚宁县康乐医药有限公司牛头崖镇戴河新城店,地址：河北省秦皇岛市抚宁县牛头崖镇牛头崖村戴河新城,电话：0335-7979369,
抚宁县康乐医药有限公司富强路店,地址：河北省秦皇岛市抚宁县抚宁镇富强路富强庄园,电话：0335-6681348,
抚宁县康乐医药有限公司健康大街店,地址：河北省秦皇岛市抚宁县抚宁镇健康大街,电话：0335-6682081,
抚宁县康乐医药有限公司迎宾路店,地址：河北省秦皇岛市抚宁县抚宁镇迎宾路东侧,电话：0335-6689907,
抚宁县康乐医药有限公司总店,地址：河北省秦皇岛市抚宁县抚宁镇天马大街379号,电话：0335-6026279,
邢台天宇平价医药连锁新兴大街店,地址：河北省邢台市新兴东大街与邢州南路交叉口路西300米,电话：0319-5998839,
邢台天宇平价医药连锁中华大街西店,地址：河北省邢台市桥西区中华大街158号,电话：0319-5998839,
邢台天宇平价医药连锁中华大街店,地址：河北省邢台市桥西区中华大街72号,电话：0319-5998839,
邢台天宇平价医药连锁新华里店,地址：河北省邢台市桥东区新华北路新华里157号,电话：0319-5998839,
邢台天宇平价医药连锁军需学院店,地址：河北省邢台市军需学院内,电话：0319-5559608,
邢台天宇平价医药连锁万城店,地址：河北省邢台市桥西区邢钢北生活区19号楼1层铺106-1,电话：0319-5998839,
邢台天宇平价医药连锁巨鹿健康路店,地址：河北省邢台市巨鹿县县城健康东路南侧（县医院对过）,电话：无,
邢台天宇平价医药连锁永康街店,地址：河北省邢台市桥西区永康街373号,电话：0319-5272033,
邢台天宇平价医药连锁紫金泉汽配城店,地址：河北省邢台市桥东区泉北大街385号,电话：0319-5716599,
邢台天宇平价医药连锁新华北路店,地址：河北省邢台市桥东区新华北路新华里188号,电话：0319-5902916,
邢台天宇平价医药连锁石相店,地址：河北省邢台市邢台县晏家屯镇石相村北街,电话：0319-5251159,
邢台天宇平价医药连锁新华南路店,地址：河北省邢台市桥东区新华南路373号,电话：0319-5998832,
邢台天宇平价医药连锁李家庄店,地址：河北省邢台市桥东区开元北路327-2号,电话：0319-5556178,
邢台天宇平价医药连锁皇寺店,地址：河北省邢台市邢台县皇寺中心卫生院西侧,电话：0319-2817756,
邢台天宇平价医药连锁世纪嘉园店,地址：河北省邢台市桥东区中兴东大街新世纪嘉园38号楼商107号,电话：0319-5559606,
邢台天宇平价医药连锁红星大药房,地址：河北省邢台市桥东区红星街3号,电话：0319-3286870,
邢台天宇平价医药连锁巨鹿店,地址：河北省邢台市巨鹿县县城光明街中段路东,电话：无,
邢台天宇平价医药连锁邢煤工人村店,地址：河北省邢台市桥西区邢煤工人村卧龙庄商贸街路北6、7号门市,电话：0319-5559605,
邢台天宇平价医药连锁西黄村店,地址：河北省邢台市邢台县西黄村镇西黄村,电话：0319-2866343,
邢台天宇平价医药连锁东庞店,地址：河北省邢台市桥西区东庞社区工人村综合服务楼,电话：0319-5238009,
邢台天宇平价医药连锁钢铁北路北店,地址：河北省邢台市桥西区钢铁北路375号,电话：0319-5238001,
邢台天宇平价医药连锁韩演庄店,地址：河北省邢台市桥西区建设大街韩演庄社区南门市4号-5号,电话：0319-5553399,
邢台天宇平价医药连锁顺德路店,地址：河北省邢台市桥东区顺德路278-1号,电话：0319-5998831,
邢台天宇平价医药连锁平乡县育才路店,地址：河北省邢台市平乡县丰州镇育才路,电话：0319-3768630,
邢台天宇平价医药连锁明月店,地址：河北省邢台市中兴东大街明月楼1#楼27号,电话：0319-5998898,
邢台天宇平价医药连锁五一桥店,地址：河北省邢台市桥东区中兴大街新世界嘉园6号楼,电话：0319-3131158,
邢台天宇平价医药连锁兴达路店,地址：河北省邢台市桥西区兴达路587号,电话：0319-2603090,
邢台天宇平价医药连锁邢州北路店,地址：河北省邢台市邢州北路292-1号,电话：0319-5998872,
邢台天宇平价医药连锁矿北社区店,地址：河北省邢台市桥西区八一大街188号,电话：0319-2069596,
邢台天宇平价医药连锁浆水店,地址：河北省邢台市邢台县浆水医院东邻100米,电话：0319-2781665,
邢台天宇平价医药连锁百草堂店,地址：河北省邢台市桥东区邢州南路371号,电话：无,
邢台天宇平价医药连锁冶金南路店,地址：河北省邢台市桥西区冶金南路193号伍辰综合楼一楼,电话：0319-5900031,
邢台天宇平价医药连锁园林街店,地址：河北省邢台市桥西区公园东街园林小区园林街路南4、5号门市,电话：0319-5992508,
邢台天宇平价医药连锁汽车站店,地址：河北省邢台市桥东区新华北路188号第108、110号门市,电话：0319-3609359,
邢台天宇平价医药连锁豫让桥店,地址：河北省邢台市桥东区豫让桥路371号,电话：0319-3217328,
邢台天宇平价医药连锁济民堂店,地址：河北省邢台市中兴东大街226-1号,电话：0319-3860018,
邢台天宇平价医药连锁枫林街口店,地址：河北省邢台市桥东区红星街枫林街口凤东小区综合楼10号门市,电话：0319-5998819,
邢台天宇平价医药连锁钢铁北路店,地址：河北省邢台市钢铁北路35号,电话：0319-5998808,
邢台天宇平价医药连锁公园东街南店,地址：河北省邢台市桥西区公园东街66号,电话：0319-5990120,
邢台天宇平价医药连锁将军墓店,地址：河北省邢台市邢台县将军墓镇将军墓村东头路南3号门市,电话：0319-2753033,
邢台天宇平价医药连锁南小郭店,地址：河北省邢台市邢台县南小郭村东（滨江苑小区）,电话：0319-2602938,
邢台天宇平价医药连锁建设大街店,地址：河北省邢台市桥西区建设大街128-9号,电话：0319-5998803,
邢台天宇平价医药连锁冶金北路店,地址：河北省邢台市桥西区冶金北路438号,电话：0319-5998976,
邢台天宇平价医药连锁汽车北站店,地址：河北省邢台市桥东区邢州大道与豫让桥交叉口（豫让桥镇长信村）,电话：0319-5992506,
邢台天宇平价医药连锁港龙店,地址：河北省邢台市中兴西大街港龙商业中心2#楼C5号门市,电话：0319-5270090,
邢台天宇平价医药连锁天厦嘉园店,地址：河北省邢台市桥西区泉北大街天厦嘉园银苑11、12#楼一层11号门市,电话：0319-5905960,
邢台天宇平价医药连锁中兴东大街店,地址：河北省邢台市桥东区中兴东大街242号,电话：0319-5251357,
邢台天宇平价医药连锁红星街店,地址：河北省邢台市桥东区红星街12号,电话：0319-5998820,
邢台天宇平价医药连锁南羊市街店,地址：河北省邢台市桥东区南羊市道131号,电话：0319-5992509,
邢台天宇平价医药连锁西街口店,地址：河北省邢台市桥东区新华南路与西大街交叉口东南侧甜橙商住公寓1号楼109,电话：0319-5238209,
邢台天宇平价医药连锁书香园店,地址：河北省邢台市桥西区冶金北路788号鸿溪书香园2号楼1层铺111,电话：0319-5559609,
邢台天宇平价医药连锁公园东街店,地址：河北省邢台市桥西区达活泉大街与公园东街交叉口,电话：0319-5998859,
邢台天宇平价医药连锁东门里店,地址：河北省邢台市桥东区东门里17-3号,电话：无,
邢台天宇平价医药连锁胜利北小区店,地址：河北省邢台市桥西区新八一路8号门市,电话：0319-5998812,
保北医药连锁有限公司保北医药康盛店,地址：河北省保定市新市区阳光北大街怡园小区,电话：0312-5886580,
定州康保大药房148店,地址：河北省保定市定州市曲阳西河流村,电话：无,
定州康保大药房康宝药店,地址：河北省保定市定州市小油村,电话：无,
定州康保大药房138店,地址：河北省保定市定州市东王习,电话：无,
定州康保大药房135店,地址：河北省保定市定州市西南和,电话：无,
定州康保大药房147店,地址：河北省保定市定州市唐庄,电话：无,
定州康保大药房126店,地址：河北省保定市定州市大辛庄,电话：无,
定州康保大药房113店,地址：河北省保定市定州市李亲古,电话：无,
定州康保大药房146店,地址：河北省保定市定州市东关,电话：无,
定州康保大药房134店,地址：河北省保定市定州市西只东,电话：无,
定州康保大药房143店,地址：河北省保定市定州市孟家庄,电话：无,
定州康保大药房125店,地址：河北省保定市定州市南宣村,电话：无,
定州康保大药房97店,地址：河北省保定市定州市东内堡,电话：无,
定州康保大药房112店,地址：河北省保定市定州市东赵庄,电话：无,
定州康保大药房122店,地址：河北省保定市定州市北平古,电话：无,
定州康保大药房142店,地址：河北省保定市定州市大西丈,电话：无,
定州康保大药房129店,地址：河北省保定市定州市廉台,电话：无,
定州康保大药房96店,地址：河北省保定市定州市定曲路,电话：无,
定州康保大药房102店,地址：河北省保定市定州市七级,电话：无,
定州康保大药房128店,地址：河北省保定市定州市清水河,电话：无,
定州康保大药房140店,地址：河北省保定市定州市西关西街,电话：无,
定州康保大药房121店,地址：河北省保定市定州市留早,电话：无,
定州康保大药房92店,地址：河北省保定市定州市大渡河,电话：无,
定州康保大药房100店,地址：河北省保定市新市区富昌屯村口,电话：无,
定州康保大药房118店,地址：河北省保定市定州市杨家庄,电话：无,
定州康保大药房91店,地址：河北省保定市定州市都府营街,电话：无,
定州康保大药房98店,地址：河北省保定市定州市大鹿庄,电话：无,
定州康保大药房90店,地址：河北省保定市定州市清风店东街,电话：无,
定州康保大药房78店,地址：河北省保定市定州市北俱侑,电话：无,
定州康保大药房70店,地址：河北省保定市定州市北门街,电话：无,
定州康保大药房89店,地址：河北省保定市定州市王庄子,电话：无,
定州康保大药房88店,地址：河北省保定市定州市新合庄,电话：无,
定州康保大药房52店,地址：河北省保定市定州市北车寄,电话：无,
定州康保大药房77店,地址：河北省保定市定州市明月店,电话：无,
定州康保大药房69店,地址：河北省保定市定州市东留春,电话：0312-2682258,
定州康保大药房81店,地址：河北省保定市定州市邢邑,电话：无,
定州康保大药房76店,地址：河北省保定市定州市东亭,电话：无,
定州康保大药房67店,地址：河北省保定市定州市清风南路小肥羊南50米,电话：0312-2316023,
定州康保大药房79店,地址：河北省保定市定州市西南合,电话：无,
定州康保大药房72店,地址：河北省保定市定州市东王郝,电话：无,
定州康保大药房60店,地址：河北省保定市定州市清风北路,电话：无,
定州康保大药房59店,地址：河北省保定市定州市西忽村,电话：0312-2540658,
定州康保大药房1店,地址：河北省保定市定州市环公园路,电话：无,
石家庄市桥西区祝康大药房,地址：河北省石家庄市桥西区裕华路与苑东街交叉口南行100米路西,电话：无,
修正堂大药房南宫金瑞店,地址：河北省邢台市南宫市段头镇徐马寨村,电话：无,
修正堂大药房柏乡县延龄春药店,地址：河北省邢台市柏乡县城康复路北街,电话：无,
修正堂大药房柏乡祥康店,地址：河北省邢台市柏乡县城东街,电话：无,
修正堂大药房南石门君健店,地址：河北省邢台市邢台县南石门村,电话：无,
修正堂大药房卫生街店,地址：河北省邢台市桥东卫生街平安家园42号楼2门市,电话：无,
修正堂大药房柏乡县诚信药店,地址：河北省邢台市柏乡县南阳村西口路北,电话：无,
修正堂大药房开发区民兴店,地址：河北省邢台市开发区邢东市场,电话：无,
修正堂大药房泉南东大街店,地址：河北省邢台市桥东泉南大街169号,电话：无,
修正堂大药房唐县信德分公司,地址：河北省保定市唐县大洋乡大洋庄村,电话：0312-6411991,
修正堂大药房唐县仁爱分公司,地址：河北省保定市唐县白合镇（信用社斜对面）,电话：0312-6411991,
修正堂大药房唐县利康分公司,地址：河北省保定市唐县拔茄村（十字路口北行10米）,电话：0312-6411991,
修正堂大药房邢台县中兴店,地址：河北省邢台市邢台县砖厂门口东20米,电话：0319-2633744,
修正堂大药房唐县德顺分公司,地址：河北省保定市唐县北店头乡北店头村,电话：0312-6411991,
修正堂大药房唐县济民分公司,地址：河北省保定市唐县齐家佐乡南齐家佐村,电话：0312-6411991,
修正堂大药房唐县德民分公司,地址：河北省保定市唐县向阳南街（粮局对过）,电话：0312-6411991,
修正堂大药房唐县济德分公司,地址：河北省保定市唐县北店头乡马庄村,电话：0312-6411991,
修正堂大药房唐县济康分公司,地址：河北省保定市唐县都亭乡东都亭村,电话：0312-6411991,
修正堂大药房天一街店,地址：河北省邢台市桥东天一街10号楼107,电话：无,
修正堂大药房唐县康顺分公司,地址：河北省保定市唐县军城镇稻元村（集市北行200米）,电话：0312-6411991,
修正堂大药房容城县金鑫医药超市,地址：河北省保定市容城县金台西路,电话：无,
修正堂大药房唐县天翔分公司,地址：河北省保定市唐县唐尧西路,电话：0312-6411991,
修正堂大药房唐县惠泽分公司,地址：河北省保定市唐县南店头乡南店头村,电话：0312-6411991,
修正堂大药房唐县康保分公司,地址：河北省保定市唐县唐尧路北医药公司综合楼,电话：0312-6411991,
修正堂大药房唐县顺康分公司,地址：河北省保定市唐县白合镇西唐梅村,电话：0312-6411991,
修正堂大药房唐县康乐分公司,地址：河北省保定市唐县光明路（万宝利商厦东）,电话：0312-6411991,
修正堂大药房顺平第一分公司,地址：河北省保定市顺平县城关镇东庄村,电话：无,
修正堂大药房涞水分公司,地址：河北省保定市涞水县义安镇卫生院西南,电话：无,
修正堂大药房涞水第一分公司,地址：河北省保定市涞水县冲之大街315号,电话：无,
修正堂大药房定兴县第三分公司,地址：河北省保定市定兴县西靳村,电话：无,
修正堂大药房唐县德仁分公司,地址：河北省保定市唐县向阳北街东,电话：0312-6411991,
修正堂大药房雄县第一分公司,地址：河北省保定市雄县昝岗镇赵岗工业区,电话：无,
修正堂大药房顺平县神南新兴分公司,地址：河北省保定市保定市顺平县神南镇北神南村,电话：无,
修正堂大药房安国市第一分公司,地址：河北省保定市安国市药市办齐村,电话：无,
修正堂大药房顺平康乐分公司,地址：河北省保定市顺平县浦阳镇西赵庄村,电话：无,
修正堂大药房安国市第二分公司,地址：河北省保定市安国市南娄底乡固城村,电话：无,
修正堂大药房顺平第七分公司,地址：河北省保定市顺平县城关镇北尧城村,电话：无,
修正堂大药房顺平第六分公司,地址：河北省保定市顺平县浦阳镇东关村,电话：无,
修正堂大药房顺平顺心分公司,地址：河北省保定市顺平县安阳乡西安阳村,电话：无,
修正堂大药房涿州市第六分公司,地址：河北省保定市涿州市百尺竿镇观仙营村,电话：无,
修正堂大药房顺平第四分公司,地址：河北省保定市顺平县东河口村,电话：无,
