广西福中堂医药连锁有限公司滩营康顺药店,地址：广西省防城港市防城区滩营乡营兴街85号,电话：无,
广西福中堂医药连锁有限公司防城群乐药店,地址：广西省防城港市防城区防城镇育才路102号,电话：无,
广西福中堂医药连锁有限公司茅岭源安堂药店,地址：广西省防城港市防城区茅岭农村信用社出租屋,电话：无,
广西福中堂医药连锁有限公司防城港发药店,地址：广西省防城港市防城区防城镇教育路58号,电话：无,
广西福中堂医药连锁有限公司防城惠康药店,地址：广西省防城港市防城区防城镇教育路181号,电话：0770-3267692,
广西福中堂医药连锁有限公司防城富雅泰药店,地址：广西省防城港市防城区防城镇教师街67号,电话：0770-3260777,
广西福中堂医药连锁有限公司防城第六药店,地址：广西省防城港市防城区防城镇富兴路26号,电话：0770-6180802,
广西福中堂医药连锁有限公司防城华强药店,地址：广西省防城港市防城区防城镇财源路12号,电话：0770-3250282,
广西福中堂医药连锁有限公司防城汇众药店,地址：广西省防城港市防城区防城镇镇夏西路39号,电话：0770-3272251,
广西福中堂医药连锁有限公司第二药店,地址：广西省防城港市防城区防城镇镇夏路93号,电话：0770-3273683,
广西福中堂医药连锁有限公司防城永健药店,地址：广西省防城港市防城区防城镇防钦路218号,电话：无,
广西福中堂医药连锁有限公司防城云丰药店,地址：广西省防城港市防城区防城镇防港路188号,电话：0770-3292090,
广西福中堂医药连锁有限公司防城第九药店,地址：广西省防城港市防城区防城镇教育路115号,电话：0770-3259294,
广西福中堂医药连锁有限公司防城仙鹤堂药店,地址：广西省防城港市防城区防城镇中心市场本宅,电话：无,
广西福中堂医药连锁有限公司防城康保药房,地址：广西省防城港市防城区防城镇防钦路公安局出租屋,电话：0770-2218078,
广西福中堂医药连锁有限公司防城同安堂药店,地址：广西省防城港市防城区防城镇振兴路105号,电话：0770-3251015,
广西福中堂医药连锁有限公司防城益济大药房,地址：广西省防城港市防城区防钦路农业生资公司楼下,电话：0770-3262518,
广西福中堂医药连锁有限公司防城大药房,地址：广西省防城港市防城区防邕路幼儿园出租屋第三；四铺面,电话：无,
广西福中堂医药连锁有限公司防城祥平药房,地址：广西省防城港市防城区防城镇河西商住区伏波西路荣桂翠堤园,电话：无,
广西福中堂医药连锁有限公司防城诚信大药房,地址：广西省防城港市防城区防城镇东门街68号,电话：0770-3261237,
广西福中堂医药连锁有限公司江山群健药店,地址：广西省防城港市防城区江山乡江山街,电话：0770-3391105,
广西福中堂医药连锁有限公司华石便民药店,地址：广西省防城港市防城区华石镇振华街27号,电话：0770-3462256,
广西福中堂医药连锁有限公司防城第二门市部,地址：广西省防城港市防城区防城镇防港路351-13号,电话：0770-3273265,
广西福中堂医药连锁有限公司茅岭春生堂药店,地址：广西省防城港市防城区茅岭码头新街120号,电话：0770-3092296,
广西福中堂医药连锁有限公司防城同心大药房,地址：广西省防城港市防城区防城镇防东路107号,电话：0770-3275512,
广西福中堂医药连锁有限公司康美堂药店,地址：广西省防城港市防城区防城镇慈爱路103-1号,电话：0770-3262010,
广西福中堂医药连锁有限公司防城第十三大药房,地址：广西省防城港市防城港市防城区防城镇惠民街86号,电话：0770-3255199,
广西福中堂医药连锁有限公司防城第十一药店,地址：广西省防城港市防城区防城镇教师街2号,电话：0770-3260191,
广西福中堂医药连锁有限公司防城家旺药店,地址：广西省防城港市防城区防城镇防钦路87号,电话：0770-3258278,
广西福中堂医药连锁有限公司防城东区第二药店,地址：广西省防城港市防城区防城镇振兴横街29号,电话：0770-3256218,
广西福中堂医药连锁有限公司那梭仁德药房,地址：广西省防城港市防城区那梭镇中心街150号,电话：无,
广西福中堂医药连锁有限公司华石民康药店,地址：广西省防城港市防城区华石镇振华街94号,电话：0770-3462110,
广西福中堂医药连锁有限公司那梭培生药店,地址：广西省防城港市防城区那梭镇直街44号,电话：0770-3451332,
广西福中堂医药连锁有限公司防城民族药店,地址：广西省防城港市防城区防城镇防北路77号,电话：0770-3260206,
广西福中堂医药连锁有限公司防城兴华大药房,地址：广西省防城港市防城区防城镇振兴西路2号,电话：无,
广西福中堂医药连锁有限公司防城第十五门市部,地址：广西省防城港市防城区防城镇防北路6号,电话：0770-3271263,
广西福中堂医药连锁有限公司防城再生堂药店,地址：广西省防城港市防城区防城镇竹园街20号,电话：无,
广西福中堂医药连锁有限公司防城安康药店,地址：广西省防城港市防城区防城镇防钦路75号,电话：0770-3259363,
广西福中堂医药连锁有限公司那梭康益药房,地址：广西省防城港市防城区那梭镇中心街110号,电话：无,
广西福中堂医药连锁有限公司华石供销社药店,地址：广西省防城港市防城区华石镇新华街4号,电话：0770-3462676,
广西福中堂医药连锁有限公司那梭富康药店,地址：广西省防城港市防城区那梭镇园丁街,电话：无,
广西福中堂医药连锁有限公司那梭佳惠大药房,地址：广西省防城港市防城区那梭镇园丁街2号,电话：0770-3452586,
广西福中堂医药连锁有限公司防城康华药店,地址：广西省防城港市防城区防城镇防钦路侨兴街2号,电话：0770-3276617,
广西福中堂医药连锁有限公司那梭佳禾药房,地址：广西省防城港市防城区那梭镇中心街81号,电话：0770-3451128,
广西福中堂医药连锁有限公司防城康利药店,地址：广西省防城港市防城区防城镇东门街16号,电话：0770-3268691,
广西福中堂医药连锁有限公司那梭一禾大药房,地址：广西省防城港市防城区那梭镇中心街25号,电话：0770-3452568,
广西福中堂医药连锁有限公司防城第十二药店,地址：广西省防城港市防城区防城镇人民路141号,电话：无,
广西福中堂医药连锁有限公司防城夏梅芳药店,地址：广西省防城港市防城区防城镇东门街46号,电话：0770-3262199,
广西福中堂医药连锁有限公司华石天天好大药房,地址：广西省防城港市防城区华石镇振华街12号,电话：无,
广西福中堂医药连锁有限公司防城普济药店,地址：广西省防城港市防城区人民路202号,电话：0770-3255045,
广西福中堂医药连锁有限公司防城济生堂药店,地址：广西省防城港市防城区防城镇防东路30号,电话：0770-3251787,
广西福中堂医药连锁有限公司那橘井大药房,地址：广西省防城港市防城区那梭镇中心街140号,电话：无,
广西福中堂医药连锁有限公司防城德益堂药店,地址：广西省防城港市防城区防城镇人民路263号,电话：0770-3262520,
广西福中堂医药连锁有限公司防城裕林药店,地址：广西省防城港市防城区防城镇防东路55号,电话：0770-3259549,
广西福中堂医药连锁有限公司防城便民大药房,地址：广西省防城港市防城区防城镇防东路78号（实验学校第四间铺面）,电话：0770-3250889,
广西福中堂医药连锁有限公司防城康顺药店,地址：广西省防城港市防城区防城镇防东路258号,电话：无,
广西福中堂医药连锁有限公司防城人民大药房,地址：广西省防城港市防城港市防城区防城镇人民路187号,电话：0770-3273410,
广西福中堂医药连锁有限公司防城回春堂药店,地址：广西省防城港市防城区人民路183号,电话：0770-3255945,
广西福中堂医药连锁有限公司防城永安药店,地址：广西省防城港市防城区防城镇防北路108号边防办楼下,电话：0770-3264267,
广西福中堂医药连锁有限公司防城药店,地址：广西省防城港市防城区防城镇人民路镇二小12号,电话：0770-3257237,
广西福中堂医药连锁有限公司防城和平大药房,地址：广西省防城港市防城区防城镇防东路92号,电话：0770-2210418,
广西福中堂医药连锁有限公司防城康泰药店,地址：广西省防城港市防城区防城镇人民路22号,电话：0770-3265132,
广西福中堂医药连锁有限公司兴东路分店,地址：广西省防城港市东兴市兴东路835号,电话：无,
广西福中堂医药连锁有限公司防城顺康大药房,地址：广西省防城港市防城区防城镇人民路33号,电话：无,
广西福中堂医药连锁有限公司万尾润康药店,地址：广西省防城港市东兴市江平镇万尾电信大楼11号,电话：0770-7223986,
广西福中堂医药连锁有限公司江平唯佳药店,地址：广西省防城港市东兴市江平镇振兴路29号,电话：0770-7228404,
广西福中堂医药连锁有限公司万尾益康大药房,地址：广西省防城港市东兴市江平镇万尾村中心大道,电话：无,
广西福中堂医药连锁有限公司东兴东康药店,地址：广西省防城港市东兴市东兴镇湖南路8号,电话：0770-2232265,
广西福中堂医药连锁有限公司防城四通药店,地址：广西省防城港市防城区防城镇防北路实验学校出租屋,电话：无,
广西福中堂医药连锁有限公司万尾万兴药店,地址：广西省防城港市东兴市江平镇万尾度假村,电话：0770-7222017,
广西福中堂医药连锁有限公司东兴江平药店,地址：广西省防城港市东兴市江平镇解放路53号,电话：0770-7227968,
广西福中堂医药连锁有限公司江平永康药店,地址：广西省防城港市东兴市江平镇解放路18号,电话：无,
广西福中堂医药连锁有限公司东兴永济药店,地址：广西省防城港市东兴市东兴镇永金街7号,电话：0770-7666496,
广西福中堂医药连锁有限公司防城大众药房,地址：广西省防城港市防城区防城镇防东路百货公司楼下,电话：0770-3265982,
广西福中堂医药连锁有限公司松柏凌云大药房,地址：广西省防城港市东兴市松柏村铺仔组4号,电话：无,
广西福中堂医药连锁有限公司江平日夜药店,地址：广西省防城港市东兴市江平镇振兴路38号,电话：0770-7228802,
广西福中堂医药连锁有限公司江平德和药房,地址：广西省防城港市东兴市江平镇菜市旁,电话：0770-3223986,
广西福中堂医药连锁有限公司东兴康复大药房,地址：广西省防城港市东兴市兴东路145号,电话：无,
广西福中堂医药连锁有限公司江平众康药店,地址：广西省防城港市东兴市江平镇解放路80号,电话：无,
广西福中堂医药连锁有限公司东兴宏庄药店,地址：广西省防城港市东兴市冲卜路23号,电话：无,
广西福中堂医药连锁有限公司东兴恒信药店,地址：广西省防城港市东兴市东兴镇永金街33号,电话：0770-7689367,
广西福中堂医药连锁有限公司东兴永安药店,地址：广西省防城港市东兴市东兴镇解放路165号,电话：0770-7687478,
广西福中堂医药连锁有限公司东兴同济药店,地址：广西省防城港市东兴市东兴镇新东路６号,电话：0770-7682629,
广西福中堂医药连锁有限公司东兴福康药店,地址：广西省防城港市东兴市广森嘉和苑109号商铺,电话：0770-7663689,
广西福中堂医药连锁有限公司东兴同德药店,地址：广西省防城港市东兴市解放东路163号,电话：无,
广西福中堂医药连锁有限公司东兴仁心药店,地址：广西省防城港市东兴市东兴镇兴宁市场旁,电话：无,
广西福中堂医药连锁有限公司东兴市罗浮市场分店,地址：广西省防城港市东兴市东兴镇罗浮农贸市场旁边,电话：无,
广西福中堂医药连锁有限公司东兴本草堂药房,地址：广西省防城港市东兴市东兴镇东郊新区交通征稽站对面,电话：0770-7687460,
广西福中堂医药连锁有限公司东兴大众药房,地址：广西省防城港市东兴市东兴镇河洲路104号,电话：无,
广西福中堂医药连锁有限公司东兴牛路街药店,地址：广西省防城港市东兴市解放东路45号,电话：0770-7683096,
广西福中堂医药连锁有限公司东兴泽源大药房,地址：广西省防城港市东兴市东兴镇教育路18号,电话：0770-2233700,
广西福中堂医药连锁有限公司华城分店,地址：广西省防城港市东兴市新华路399号安得国际华城,电话：0770-7651836,
广西福中堂医药连锁有限公司东兴城东市场药店,地址：广西省防城港市东兴市东兴镇景秀路8号,电话：0770-7650530,
广西福中堂医药连锁有限公司兴宁市场第一分店,地址：广西省防城港市东兴市东兴镇兴宁市场旁边,电话：0770-7685396,
广西福中堂医药连锁有限公司兴东兴西康大药房,地址：广西省防城港市东兴市北仑大道88号,电话：0770-7650682,
广西福中堂医药连锁有限公司东兴福欣药房,地址：广西省防城港市东兴市解放东路272号,电话：无,
广西福中堂医药连锁有限公司东兴安源药店,地址：广西省防城港市东兴市东兴镇永金街17号,电话：0770-7669339,
广西福中堂医药连锁有限公司东兴念慈堂药房,地址：广西省防城港市东兴市那超市场旁,电话：无,
广西福中堂医药连锁有限公司东兴安康药店,地址：广西省防城港市东兴市大坡路42号,电话：0770-7687563,
广西福中堂医药连锁有限公司东兴珠华药店,地址：广西省防城港市东兴市柑子岭路450号,电话：无,
广西福中堂医药连锁有限公司东兴君康药房,地址：广西省防城港市东兴市金冠东路68号,电话：无,
广西福中堂医药连锁有限公司东兴济源药店,地址：广西省防城港市东兴市东兴镇民族大道29号,电话：0770-7684750,
广西福中堂医药连锁有限公司东兴益群药店,地址：广西省防城港市东兴市中园别墅区A52号,电话：0770-7684973,
广西福中堂医药连锁有限公司东兴康泰药房,地址：广西省防城港市东兴市东兴镇河洲路66号,电话：无,
广西福中堂医药连锁有限公司东兴唯佳药房,地址：广西省防城港市东兴市民族路2-1号,电话：0770-7680832,
广西福中堂医药连锁有限公司东兴金福医药店,地址：广西省防城港市东兴市浙江商业街67-1号,电话：0770-2232840,
广西福中堂医药连锁有限公司东兴万灵堂药店,地址：广西省防城港市东兴市东兴镇解放路８3号,电话：0770-7687565,
广西福中堂医药连锁有限公司东兴康和大药房,地址：广西省防城港市东兴市那超路7号,电话：无,
广西福中堂医药连锁有限公司东兴源桂堂药房,地址：广西省防城港市东兴市东盟大道108号辉达山水豪庭8幢116号,电话：0770-7652460,
广西福中堂医药连锁有限公司东兴文祥遂大药房,地址：广西省防城港市东兴市解放东路129号,电话：无,
广西福中堂医药连锁有限公司东兴新华路分店,地址：广西省防城港市东兴市新华路市政府宿舍楼九栋101号,电话：无,
广西福中堂医药连锁有限公司东兴健和大药房,地址：广西省防城港市东兴市河洲路126号,电话：无,
广西福中堂医药连锁有限公司东兴东惠药店,地址：广西省防城港市东兴市东兴镇兴东路201-4号,电话：无,
广西福中堂医药连锁有限公司东兴仁生中西药店,地址：广西省防城港市东兴市东兴镇教育西路305号,电话：0770-2232427,
广西福中堂医药连锁有限公司东兴新康大药房,地址：广西省防城港市东兴市东兴镇浙江路37号,电话：0770-7676271,
广西福中堂医药连锁有限公司东兴万福药店,地址：广西省防城港市东兴市东兴镇金冠路30号,电话：0770-2233001,
广西福中堂医药连锁有限公司东兴千舟大药房,地址：广西省防城港市东兴市民族路119号,电话：无,
广西福中堂医药连锁有限公司东兴万通药店,地址：广西省防城港市东兴市北仑大道120—1号,电话：0770-7689612,
广西福中堂医药连锁有限公司江平民族路分店,地址：广西省防城港市东兴市江平镇民族大道49号,电话：无,
广西福中堂医药连锁有限公司东兴建生堂药店,地址：广西省防城港市东兴市金冠西路国贸市场后面,电话：0770-7669638,
广西福中堂医药连锁有限公司东兴福平药店,地址：广西省防城港市东兴市东兴镇金冠路中段陈冬云出租房,电话：0770-2232625,
广西福中堂医药连锁有限公司东兴康杰药店,地址：广西省防城港市东兴市东兴镇北仑大道293号一楼,电话：0770-2231060,
广西福中堂医药连锁有限公司东兴保和堂药店,地址：广西省防城港市东兴市东兴镇兴东路159号,电话：0770-2232309,
广西福中堂医药连锁有限公司东兴新兴大药房,地址：广西省防城港市东兴市北仑大道东润大酒店楼下,电话：0770-7686629,
广西福中堂医药连锁有限公司东兴桂全和店,地址：广西省防城港市东兴市江那路城西市场旁,电话：无,
广西福中堂医药连锁有限公司东兴元和堂药房,地址：广西省防城港市东兴市东郊路21-1号,电话：无,
广西福中堂医药连锁有限公司东兴益兴药店,地址：广西省防城港市东兴市解放东路131号,电话：无,
广西福中堂医药连锁有限公司康宝堂药店,地址：广西省防城港市东兴市东恒市场一楼,电话：0770-7665732,
广西福中堂医药连锁有限公司东兴济生中西药店,地址：广西省防城港市东兴市湖南路58号,电话：无,
广西福中堂医药连锁有限公司东兴生福大药店,地址：广西省防城港市东兴市东兴镇北仑大道北郊社区办公楼一层,电话：0770-7661690,
钦州国发医药连锁有限责任公司大寺店,地址：广西省钦州市钦北区大寺镇望海大道（烟草局旁）,电话：0777-2105659,
钦州国发医药连锁有限责任公司贵台安康药店,地址：广西省钦州市钦北区贵台镇贵台街,电话：0777-2105659,
钦州国发医药连锁有限责任公司平吉二店,地址：广西省钦州市钦北区平吉镇平吉街大桥头,电话：0777-2105659,
钦州国发医药连锁有限责任公司贵台二店,地址：广西省钦州市钦北区贵台镇虾公街,电话：0777-2105659,
钦州国发医药连锁有限责任公司平吉一店,地址：广西省钦州市钦北区平吉镇中兴街附近,电话：0777-2105659,
钦州国发医药连锁有限责任公司小董康乐药店,地址：广西省钦州市钦北区小董镇永安路78号,电话：0777-2105659,
钦州国发医药连锁有限责任公司那蒙二店,地址： 广西省钦州市那蒙镇万宝路113号,电话：0777-2105659,
钦州国发医药连锁有限责任公司大直二店,地址：广西省钦州市钦北区大直镇富康新街,电话：0777-2105659,
钦州国发医药连锁有限责任公司大垌黎民药店,地址：广西省钦州市钦北区大垌镇城中路18号,电话：0777-2105659,
钦州国发医药连锁有限责任公司小董二店,地址：广西省钦州市钦北区小董镇文化路14号,电话：0777-2105659,
钦州国发医药连锁有限责任公司钦州港人民大药房,地址：广西省钦州市钦州港金海湾花园Ⅱ区21栋105号,电话：0777-2105659,
钦州国发医药连锁有限责任公司那蒙一店,地址：广西省钦州市钦北区那蒙镇新菜市,电话：0777-2105659,
钦州国发医药连锁有限责任公司大直店,地址：广西省钦州市钦北区大直镇居委会一街,电话：0777-2105659,
钦州国发医药连锁有限责任公司大垌二店,地址：广西省钦州市钦北区大垌镇新菜市东门旁,电话：0777-2105659,
钦州国发医药连锁有限责任公司小董一店,地址：广西省钦州市钦北区小董镇大兴街35号,电话：0777-2105659,
钦州国发医药连锁有限责任公司钦州港二店,地址：广西省钦州市钦州港海港生活区5-12号,电话：0777-2105659,
钦州国发医药连锁有限责任公司大寺环城路店,地址：广西省钦州市钦北区大寺镇环城路,电话：0777-2105659,
钦州国发医药连锁有限责任公司黄屋屯二店,地址：广西省钦州市钦南区黄屋屯镇桥头,电话：0777-2105659,
钦州国发医药连锁有限责任公司大垌一店,地址：广西省钦州市钦北区大垌镇旧街,电话：0777-2105659,
钦州国发医药连锁有限责任公司尖山洁杏春药店,地址：广西省钦州市钦南区尖山镇尖山村王屋沟王三队,电话：0777-2105659,
钦州国发医药连锁有限责任公司钦州港店,地址：广西省钦州市钦州港区钦州港大道,电话：0777-2105659,
钦州国发医药连锁有限责任公司大寺人民路店,地址：广西省钦州市钦北区大寺镇人民路34号,电话：0777-2105659,
钦州国发医药连锁有限责任公司大井店,地址：广西省钦州市钦北区大垌镇稔子坪煤矿凌士辉铺面,电话：0777-2105659,
钦州国发医药连锁有限责任公司新棠好惠药店,地址：广西省钦州市钦北区新棠镇新兴街政府大门旁,电话：0777-2105659,
钦州国发医药连锁有限责任公司那香二店,地址：广西省钦州市钦北区板城镇那香村旧街,电话：0777-2105659,
钦州国发医药连锁有限责任公司犀牛脚药店,地址：广西省钦州市钦南区犀牛脚镇电影院斜对面,电话：0777-2105659,
钦州国发医药连锁有限责任公司大寺六店,地址：广西省钦州市钦北区大寺镇荔园路,电话：0777-2105659,
钦州国发医药连锁有限责任公司青塘二店,地址：广西省钦州市钦北区青塘镇向阳北路87号,电话：0777-2105659,
钦州国发医药连锁有限责任公司新棠店,地址：广西省钦州市钦北区新棠镇新华街,电话：0777-2105659,
钦州国发医药连锁有限责任公司那香一店,地址：广西省钦州市钦北区板城镇那香村新街,电话：0777-2105659,
钦州国发医药连锁有限责任公司船厂店,地址：广西省钦州市钦南区犀牛脚镇船厂旧街,电话：0777-2105659,
钦州国发医药连锁有限责任公司大寺五店,地址：广西省钦州市钦北区大寺镇前进路,电话：0777-2105659,
钦州国发医药连锁有限责任公司青塘一店,地址：广西省钦州市钦北区青塘镇青塘街,电话：0777-2105659,
钦州国发医药连锁有限责任公司长滩店,地址：广西省钦州市钦北区长滩镇供销社出租铺面,电话：0777-2105659,
钦州国发医药连锁有限责任公司板城万德店,地址：广西省钦州市钦北区板城镇板中村委会,电话：0777-2105659,
钦州国发医药连锁有限责任公司那丽众生药店,地址：广西省钦州市钦南区那丽镇朝东街,电话：0777-2105659,
钦州国发医药连锁有限责任公司平吉三店,地址：广西省钦州市钦北区平吉镇中兴街,电话：0777-2105659,
钦州国发医药连锁有限责任公司长滩永佳店,地址：广西省钦州市钦北区长滩镇长滩街,电话：0777-2105659,
钦州国发医药连锁有限责任公司板城六店,地址：广西省钦州市钦北区板城镇宏达路,电话：0777-2105659,
钦州国发医药连锁有限责任公司那丽惠康药店,地址：广西省钦州市钦南区那丽镇嫦娥街7号,电话：0777-2105659,
钦州国发医药连锁有限责任公司小董永荣店,地址：广西省钦州市钦北区小董镇人民北路93-7号,电话：0777-2105659,
钦州国发医药连锁有限责任公司板城三店,地址：广西省钦州市板城镇横街梁雪芬自宅,电话：0777-2105659,
钦州国发医药连锁有限责任公司那丽三店,地址：广西省钦州市那丽镇丽丰路综合市场旁,电话：0777-2105659,
钦州国发医药连锁有限责任公司板城一店,地址：广西省钦州市钦北区板城镇正街32号,电话：0777-2105659,
钦州国发医药连锁有限责任公司那彭彭兴路店,地址：广西省钦州市钦南区那彭镇彭兴路323号,电话：0777-2105659,
钦州国发医药连锁有限责任公司那彭二店,地址：广西省钦州市钦南区那彭镇彭兴路467号,电话：0777-2105659,
钦州国发医药连锁有限责任公司那彭智秀药店,地址：广西省钦州市钦南区那彭镇人民路65号,电话：0777-2105659,
钦州国发医药连锁有限责任公司金湾店,地址：广西省钦州市人民路翰林福弟,电话：0777-2105659,
钦州国发医药连锁有限责任公司南珠西大街店,地址：广西省钦州市南珠大道曾炼武出租铺面,电话：0777-2105659,
钦州国发医药连锁有限责任公司英华店,地址：广西省钦州市英华路49号,电话：0777-2105659,
钦州国发医药连锁有限责任公司水东店,地址：广西省钦州市南珠东大街14号,电话：0777-2105659,
钦州国发医药连锁有限责任公司安州店,地址：广西省钦州市安州大道2号,电话：0777-2105646,
钦州国发医药连锁有限责任公司福泽堂大药房,地址：广西省钦州市钦北区民安街30号,电话：0777-2105659,
钦州国发医药连锁有限责任公司钦州湾大道店,地址：广西省钦州市育才路60号,电话：0777-2105659,
钦州国发医药连锁有限责任公司总店,地址：广西省钦州市人民路64号,电话：0777-2105659,
钦州国发医药连锁有限责任公司元和大药房,地址：广西省钦州市新华名园1号楼7、8、9号商铺,电话：0777-2105659,
钦州国发医药连锁有限责任公司子材西大街店,地址：广西省钦州市子材西大街122号,电话：0777-2105659,
钦州国发医药连锁有限责任公司南华店,地址：广西省钦州市南珠西大街29号,电话：0777-5899835,
钦州国发医药连锁有限责任公司康美药店,地址：广西省钦州市蓬莱大道东岸阳光小区46号铺,电话：0777-2105659,
钦州国发医药连锁有限责任公司梅园路店,地址：广西省钦州市梅园路南区党校右侧,电话：0777-2105659,
钦州国发医药连锁有限责任公司城东店,地址：广西省钦州市南珠东大街107号,电话：0777-2107121,
钦州国发医药连锁有限责任公司民福路店,地址：广西省钦州市民福路9号,电话：0777-2105659,
钦州国发医药连锁有限责任公司体育场店,地址：广西省钦州市广场四小对面,电话：0777-2105659,
钦州国发医药连锁有限责任公司二店,地址：广西省钦州市人民路172号,电话：0777-2105609,
钦州国发医药连锁有限责任公司北部湾大道店,地址：广西省钦州市北部湾大道144号,电话：0777-2105659,
钦州国发医药连锁有限责任公司康富店,地址：广西省钦州市民安街31号,电话：0777-2105659,
钦州国发医药连锁有限责任公司新兴街店,地址：广西省钦州市新兴街51号,电话：0777-2105629,
钦州国发医药连锁有限责任公司红业药店,地址：广西省钦州市南珠东大街127号,电话：0777-2105659,
钦州国发医药连锁有限责任公司人民路三店,地址：广西省钦州市人民路63号,电话：0777-2105659,
钦州国发医药连锁有限责任公司榕树店,地址：广西省钦州市新兴街26号,电话：0777-2105639,
钦州国发医药连锁有限责任公司文峰路店,地址：广西省钦州市文峰南路349号,电话：0777-2105659,
钦州国发医药连锁有限责任公司东风店,地址：广西省钦州市人民路3-11号,电话：0777-2105659,
钦州国发医药连锁有限责任公司城西店,地址：广西省钦州市建设路43号,电话：0777-2830765,
钦州国发医药连锁有限责任公司城中南店,地址：广西省钦州市城中南市场物价局宿舍(向阳路与兴业街交际）,电话：0777-2815833,
广西玉林市至真药业连锁有限责任公司良田永安堂药店,地址：广西省玉林市陆川县良田镇良田街河东路43号,电话：0755-2948398,
广西玉林市至真药业连锁有限责任公司良田亚玉药店,地址：广西省玉林市陆川县良田镇良田街河东路45号,电话：0755-2948368,
广西玉林市至真药业连锁有限责任公司古城济生堂药店,地址：广西省玉林市陆川县古城镇古城街赖日良住宅一楼,电话：无,
广西玉林市至真药业连锁有限责任公司马坡凤华药店,地址：广西省玉林市陆川县马坡镇市场杨礼振住宅一楼,电话：0755-7072802,
广西玉林市至真药业连锁有限责任公司大桥益清药店,地址：广西省玉林市陆川县大桥镇瓜头村公所,电话：无,
广西玉林市至真药业连锁有限责任公司清湖民生药店,地址：广西省玉林市陆川县清湖镇清湖街余平先住宅一楼,电话：0755-7173503,
广西玉林市至真药业连锁有限责任公司米场民生药店,地址：广西省玉林市陆川县米场镇米场街西路6号,电话：0755-7027861,
广西玉林市至真药业连锁有限责任公司良田卫春药店,地址：广西省玉林市陆川县良田镇良田街河东路14号,电话：0755-7164893,
广西玉林市至真药业连锁有限责任公司米场吕明中西药店,地址：广西省玉林市陆川县米场镇米场街西路39号,电话：0755-7027458,
广西玉林市至真药业连锁有限责任公司乌石忠和药店,地址：广西省玉林市陆川县乌石镇紫思村,电话：无,
广西玉林市至真药业连锁有限责任公司横山泰安药店,地址：广西省玉林市陆川县横山乡横山街何国安住宅一楼,电话：0755-7123286,
广西玉林市至真药业连锁有限责任公司米场康禾药店,地址：广西省玉林市陆川县米场镇中路,电话：无,
广西玉林市至真药业连锁有限责任公司大桥一心药店,地址：广西省玉林市陆川县大桥镇桥旺路19号,电话：0755-7112613,
广西玉林市至真药业连锁有限责任公司横山德众药店,地址：广西省玉林市陆川县横山乡横山街李志业住宅1楼,电话：无,
广西玉林市至真药业连锁有限责任公司米场百和堂药店,地址：广西省玉林市陆川县米场镇大榕街黄文龙出租屋一楼,电话：无,
广西玉林市至真药业连锁有限责任公司大桥同吉药店,地址：广西省玉林市陆川县大桥街桥旺路73号,电话：无,
广西玉林市至真药业连锁有限责任公司横山城南药店,地址：广西省玉林市陆川县横山乡横山街11号,电话：无,
广西玉林市至真药业连锁有限责任公司马坡雄忠药店,地址：广西省玉林市陆川县马坡镇马坡街镇中路06号,电话：0755-7029718,
广西玉林市至真药业连锁有限责任公司良田玉龙药店,地址：广西省玉林市陆川县良田镇良田街新街130号,电话：0755-2948328,
广西玉林市至真药业连锁有限责任公司古城良仁药店,地址：广西省玉林市陆川县古城镇古城供销社大门口左侧一楼,电话：无,
广西玉林市至真药业连锁有限责任公司马坡清清药店,地址：广西省玉林市陆川县马坡镇镇北街12号,电话：0755-7072326,
广西玉林市至真药业连锁有限责任公司古城君容药店,地址：广西省玉林市陆川县古城镇古城北街陈虹全住宅一楼,电话：0755-7182073,
广西玉林市至真药业连锁有限责任公司马坡康民药店,地址：广西省玉林市陆川县马坡镇马坡街大良路20号,电话：无,
广西玉林市至真药业连锁有限责任公司马坡福新药店,地址：广西省玉林市陆川县马坡镇镇北路35号,电话：0755-7073031,
广西玉林市至真药业连锁有限责任公司米场康乐药店,地址：广西省玉林市陆川县米场镇通政街B区13号,电话：无,
广西玉林市至真药业连锁有限责任公司古城新生药店,地址：广西省玉林市陆川县古城街王明有住宅一楼,电话：0755-7182369,
广西玉林市至真药业连锁有限责任公司米场杏林药店,地址：广西省玉林市陆川县米场镇南中村路铺7号,电话：无,
广西玉林市至真药业连锁有限责任公司沙坡宏发药店,地址：广西省玉林市陆川县沙坡镇沙坡街疗伟清住宅1楼,电话：无,
广西玉林市至真药业连锁有限责任公司马坡万草堂药店,地址：广西省玉林市陆川县马坡镇马坡街镇北路17号,电话：0755-7072571,
广西玉林市至真药业连锁有限责任公司滩面蓝天药店,地址：广西省玉林市陆川县滩面乡滩面街86号,电话：0755-7152930,
广西玉林市至真药业连锁有限责任公司盘龙新泰药店,地址：广西省玉林市陆川县古城镇盘龙街盘龙冰室三,电话：0755-7182588,
广西玉林市至真药业连锁有限责任公司马坡万胜堂药店,地址：广西省玉林市陆川县马坡镇镇北街13号,电话：0755-7072413,
广西玉林市至真药业连锁有限责任公司盘龙佳标药店,地址：广西省玉林市陆川县古城镇盘龙街戚佳标住宅一楼,电话：0755-7182269,
广西玉林市至真药业连锁有限责任公司马坡万春堂药店,地址：广西省玉林市陆川县马坡镇北路14号,电话：0755-7072353,
广西玉林市至真药业连锁有限责任公司沙坡国南药店,地址：广西省玉林市陆川县沙坡镇沙坡街企业管理站一楼,电话：无,
